Who?	Sino?
Who broke the window? Tell the truth.	Sinong bumasag ng bintana? Magsabi sa katotohanan.
Would you like another cup of coffee?	Gusto mo ng isa pang tasang kape?
You did not come to school yesterday.	Hindi ka pumunta sa paaralan kahapon.
You did not come to school yesterday.	Di ka pumunta sa eskuwela kahapon.
Your names were crossed off the list.	Tinanggal sa listahan ang mga pangalan niyo.
"How are you?" "I am fine, thank you."	"Kamusta ka?" "Ayos naman ako, salamat."
All you have to do is sweep the floor.	Pagwawalis lamang ang gagawin mo.
Anyway, we'll see each other tomorrow.	Magkikita naman tayo bukas.
Are you going to go to Tokyo tomorrow?	Pa-Tokyo ka ba bukas?
As a matter of fact, she is my sister.	Sa totoo lang, kapatid ko siya.
Can't you reach the book on the shelf?	Hindi mo ba abot ang mga libro sa shelf?
Could you suggest an alternative date?	Maaari ka bang magbigay ng alternatibong petsa?
Even though he was poor, he was happy.	Kahit na pobre siya, maligaya naman.
Follow me and I will show you the way.	Sundan mo ako at ipakikita ko sa iyo ang daan.
Have you made sure the door is locked?	Sinigurado mo bang nilak mo ang pinto?
He doesn't know what it is to be poor.	Hindi niya alam kung ano ang mahirap na buhay.
He emphasized the importance of peace.	Binigyang-diin niya ang kahalagahan ng kapayapaan.
He patted his brother on the shoulder.	Tinapik niya ang balikat ng kapatid niyang lalaki.
He said nothing, which made her angry.	Wala siyang sinabi, kaya nagalit siya.
He started talking with his neighbors.	Nagsimula siyang makipag-usap sa mga kapitbahay niya.
He struck a match and lit the candles.	Nagkiskis siya ng posporo't pinasindi niya ang mga kandila.
He watches television before studying.	Nagtitibi siya bago mag-aral.
He will arrive by eight at the latest.	Dadating siya nang alas otso nang pinakahuli.
He writes to his parents once a month.	Sumusulat siya sa kanyang mga magulang isang beses kada buwan.
He's rich, but he lives like a beggar.	Mayaman siya, ngunit ang buhay niya'y parang taong nagpapalimos.
I am uncertain when he will come next.	Hindi ako sigurado kung kailan siya susunod na pupunta.
I didn't have a good time last Sunday.	Hindi masaya nung linggo.
I like eating pineapple for breakfast.	Mahilig akong mag-almusal ng pinya.
I watched the news on TV after supper.	Nanuod ako ng balita sa telebisyon pagkatapos ng hapunan.
I'll save the money for the next time.	Mag-iipon ako ng kuwarta para sa susunod.
I'll take him with me to the hospital.	Dadalhin ko siya sa ospital.
If only I hadn't been in such a hurry!	Sana'y hindi ako nagmadaling ganoon!
Let's go out and get something to eat.	Tara at maghanap tayo ng makakain.
Money doesn't grow on trees, you know.	Hindi namumunga ng pera ang mga puno, nga.
Most people can't tell the difference.	Di kita ang kaibahan ng karamihan.
No one knows what has happened to him.	Walang may alam kung anong nangyari sa kanya.
Please send my regards to your family.	Pakibigay ng aking regards sa pamilya mo.
Please tell me when to serve the food.	Pakisabi po sa akin kung kailan maghahain.
Please write to me as soon as you can.	Sulatan mo ako nang kaagad mong puwede.
She boasts that she's good at cooking.	Pinagmamalaki niyang magaling siyang magluto.
She has a daughter whose name is Mary.	May anak siyang babae na ang pangalan ay Maria.
She looks pale. She may have been Ill.	Ang putla niya. Baka may sakit siya.
She may realize later on what I meant.	Kalaunan, malalaman din niya kung anong ibig kong sabihin.
She went to the mall with her friends.	Pumunta siya sa mall nang kasama ang kanyang mga kaibigan.
Talking in the library is not allowed.	Bawal ang pagsasalita sa aklatan.
Thank you for your beautiful postcard.	Salamat sa iyong magandang postkard.
The apricot trees are in full blossom.	Bundat na namumulaklak ang mga punong albarikoke.
The farmer sowed his field with wheat.	Nagtanim ang magsasaka ng trigo sa kanyang bukid.
The train's departure will be delayed.	Maaantala ang pag-alis ng tren.
There is a little water in the bottle.	May konting tubig sa bote.
They are very interested in astronomy.	Talagang interesado sila sa astronomiya.
This box is too heavy for me to carry.	Masyadong mabigat itong kahon para bitbitin ko.
This custom dates from the Edo period.	Itong kostumbre'y noon pang panahong Edo.
This dictionary is as useful as yours.	Parehong may kwenta ang mga talatinigan natin.
This is the hospital where I was born.	Ito ang ospital kung saan ako ipinanganak.
This is the village where he was born.	Ito ang nayon na pinanganak siya.
Tom divided the bread into two pieces.	Hinati ni Tomas ang tinapay nang dalawang piraso.
Tom has a house not too far from here.	Si Tomas ay may bahay na di masyadong malayo rito.
Tom has to clean his room before 2:30.	Kailangan malinis ni Tom ang kuwarto niya bago mag-2:30.
Tom likes popcorn with lots of butter.	Gusto ni Tomas ang popcorn na maraming mantikilya.
Walk faster, or you'll miss the train.	Lumakad ka nang mas mabilis, o mamimis mo ang tren.
We had hoped to go abroad this summer.	Gusto sana naming mangibang bansa ngayong tag-araw.
We went shopping in Shibuya yesterday.	Namili kami sa Shibuya kahapon.
We'll probably be away for a few days.	Siguro ay mawawala kami nang ilang araw.
Where does the airport bus leave from?	Saan naalis ang bus ng erport?
Would you like to go shopping with me?	Gusto mong mamalengkeng kasama ako?
"How old are you?" "Sixteen years old".	"Ilang taon ka na?" "Labing-anim."
Astronomy is by no means a new science.	Di bagong agham talaga ang astronomiya.
But the night is really long, isn't it?	E, talagang matagal ang gabi, di ba?
He feels happy in spite of his failure.	Ramdam niya ang saya kahit na siya'y nabigo.
He got wet from the waist to the knees.	Nabasa siya sa baywang hanggang tuhod.
He has something to do with the matter.	May kuwan siya sa ano.
He is the boy who painted this picture.	Siya ang batang lalaking nagpinta nitong pintura.
Her new novel will come out next month.	Lalabas ang bago niyang nobela sa susunod na buwan.
I almost left my umbrella on the train.	Kamuntik ko nang nalimutan ang payong ko sa tren.
I am certain that he will quit his job.	Sigurado akong magreretiro siya sa trabaho niya.
I don't know when Tom will leave Japan.	Di ko alam kung kailan si Tomas aalis ng Hapon.
I had him take my suitcase to the room.	Pinadala ko ang maleta ko sa kuwarto.
I have brought his umbrella by mistake.	Nagkamali kong dinala ang payong niya.
I have many Esperanto-speaking friends.	Marami akong mga kaibigang nakakapag-Esperanto.
I've had enough, so my stomach is full.	Tama na ako; busog na ako.
If he knows the truth, he will tell us.	Kung alam niya ang katotohanan, sasabihin niya sa atin.
In fact, he has never been to New York.	Sa katotohanan, di-kailanman siyang nakapunta sa Nuweba York.
In my opinion, soccer is a great sport.	Sa palagay ko, ang soccer ay isang kahanga-hangang paligsahan.
Is it difficult eating with chopsticks?	Mahirap bang kumain nang gamit ay sipit?
Is this your first conference in Paris?	Ito ba'y una mong komperensiya sa Paris?
May I see your collection of old books?	Maaari ko bang makita ang koleksyon mo ng mga lumang libro?
My grandfather is very fond of reading.	Mahilig magbasa ang lolo ko.
Oxygen from the air dissolves in water.	Sa tubig natutunaw ang oksihenong galing sa hangin.
She walked slowly so she wouldn't slip.	Mabagal siyang naglakad upang hindi siya madulas.
Sorry, you're calling the wrong number.	Pasensiya na, pero maling numero ang tinatawagan mo.
Sweeping the room is my daughter's job.	Trabaho ng anak kong babae ang pagwawalis sa kwarto.
The administration approved the budget.	Inaprub ng administrasyon ang badyet.
The cats are drinking milk from a bowl.	Umiinom ang mga pusa ng gatas sa isang mangkok.
The dog ran around and around the tree.	Tumakbo ang asong palibut-libot ng puno.
The pen I lost yesterday was a new one.	Ang bolpen na nawala ko kahapon ay bago pa.
The street was blocked by a huge truck.	Naharangan ng malaking trak ang kalye.
The telephone rang while I was reading.	Nang nagbabasa ako, kumililing ang telepono.
The water rose to a level of 10 meters.	Umakyat ang tubig sa antas nang 10 metro.
They arrived in Paris at the same time.	Parehong oras silang dumating sa Paris.
They sat in the shade of that big tree.	Umupo sila sa lilim ng malaking punong iyon.
This is a book on modern English usage.	Ito ay libro tungkol sa modernong paggamit ng Ingles.
This year has been a lucky one for him.	Maswerte itong taon na ito para sa kanya.
Tom and Mary bought a home with a pool.	Bumili si Tomas at Maria ng bahay na may palanguyan.
Tom asked Mary how to get to her house.	Tinanong ni Tomas kay Maria kung paano pumunta sa kanyang bahay.
We have something special for you, sir.	Meron kaming espesyal na kuwan para sa inyo, po.
What have you bought her for Christmas?	Ano'ng binili mo para sa kanya noong Pasko?
What kinds of meat dishes do you serve?	Ano'ng klase ng karne ang ihinahain niyo?
Who are you and where do you come from?	Sino ka at saan ka galing?
You may spend a maximum of 100 dollars.	Maaari ka lamang gumastos ng hanggang 100 dolyar.
You must observe the rules of the club.	Dapat mong sundin ang alituntunin ng samahan.
You would have failed without his help.	Mabibigo ka sana kung hindi ka niya tinulungan.
A lot of books are published every year.	Maraming libro ang pina-publish bawat taon.
A rabbit has long ears and a short tail.	Mahaba ang taynga't maikli ang buntot ng kuneho.
Could you lend me your pink pen, please?	Pakihiram nga ng pink na pen mo, plis?
Don't forget to invite Tom to the party.	Huwag mong kalimutan anyayahan si Tom sa salusalo.
Europeans today are just like Americans.	Para lamang mga Amerikano ngayon ang mga Taga-Europa.
Even if I wanted to, I couldn't do that.	Kahit gustuhin ko, hindi ko kayang gawin iyon.
Few passengers survived the catastrophe.	Kaunti lang ang nabuhay sa disgrasya.
Give me a table for two near the window.	Isang mesa para sa dalawa na malapit sa bintana, nga.
He has a great influence on his country.	May malaking impluwensiya siya sa kanyang bansa.
He represented his class at the meeting.	Siya ang kumatawan sa klase niya sa pagtitipon.
He represented his class at the meeting.	Nirepresent niya ang klase niya sa miting.
He was walking with a stick in his hand.	Naglalakad siya nang may hawak na stick.
I dealt out three candies to each child.	Nagbigay ako ng tatlong kendi sa bawat bata.
I felt exhausted when the game was over.	Naramdaman ko ang pagod pagkatapos ng laro.
I have an aunt who lives in Los Angeles.	May tiya ako sa Los Angeles.
I like your cat, but it doesn't like me.	Gusto ko ang pusa mo, pero di niya gusto ako.
I need a little time to talk to you now.	Kailangan kitang makausap ngayon.
I visited the village where he was born.	Binisita ko ang nayon na pinanganak siya.
I was raised on the east side of Boston.	Lumaki ako sa silangang bahagi ng Boston.
I will return the book as soon as I can.	Isasauli ko itong libro agad.
I'll take care of your children tonight.	Aalagaan ko ang mga anak mo nitong gabi.
I'll try not to make mistakes next time.	Susubukan kong huwag nang magkamali sa susunod.
It took me three days to read this book.	Inabot ako ng tatlong araw sa pagbabasa ng librong ito.
Little presents keep a friendship alive.	Mga maliliit na regalo ang nakakabuhay sa kaibigan.
Mary senses the aliens are watching her.	Naramdaman ni Maria na may mga taga-ibang-mundong pinapanuod siya.
My mother tried to reconcile the couple.	Sinubukan ng nanay ko na pagbatiin ang magkasintahan.
My watch may be one or two minutes fast.	Maaaring mabilis nang isa o dalawang minuto ang relo ko.
Our school is in the middle of the city.	Aming paaralan ay nasa kalagitnaan ng siyudad.
She claimed to be the owner of the land.	Inaangkin niya ang lupa.
She needs someone to turn to for advice.	Kailangan niya ng mahihingan ng payo.
She said she will go to Paris in August.	Sabi niyang papuntang Paris siya sa Agosto.
Tell us the story from beginning to end.	Mag-istorya ka nang pasimula hanggang katapusan.
The building is one hundred meters high.	Isang daang metrong kataasan ang gusali.
The data has been fed into the computer.	Pinasok na ang data sa kompyuter.
The entire town was destroyed in a fire.	Nasira ang buong bayan dahil sa sunog.
The history of Rome is very interesting.	Nakakatuwa ang istorya ng Roma.
The teacher didn't give us any homework.	Hindi tayo binigyan ng takdang aralin ng guro.
They were stranded on a deserted island.	Naiwanan sila sa isang pulong walang tao.
Water was found in the dead man's lungs.	May natagpuang tubig sa baga ng patay.
We went to Rome, where we stayed a week.	Pumunta kami sa Roma na natigilan namin nang isang linggo.
What do you want to be when you grow up?	Anong gusto mong maging paglaki mo?
What is the purpose of the stock market?	Anong layon ng istakmarket?
Why do you allow Mary to do this to you?	Bakit mo hinahayaang gawin sa iyo ito ni Mary?
Will you tell me where to change trains?	Makitanong lamang po kung saan ang pagpalit ng tren?
Would you like to go to a movie tonight?	Gusto mong magsine ngayong gabi?
You can't go against the laws of nature.	Hindi ka makakasalungat sa batas ng kalikasan.
Choose a food from each part of the menu.	Pumili ng pagkain sa bawat bahagi ng menu.
Did you know he is good at making coffee?	Alam mo bang magaling siyang gumawa ng kape?
England resembles Japan in many respects.	Ang Inglatera ay katulad ng Hapon sa maraming kadahilanan.
Go get her medicine and a glass of water.	Kunin mo ang gamot niya't basong tubig.
He pays no attention to others' feelings.	Di niya iniingatan ang pakiramdam ng iba.
He stays a long time every time he comes.	Matagal siyang tumitigil bawat pagparini niya.
He was granted permission to leave early.	Binigyan siya ng pahintulot na umalis nang maaga.
I always take a bath before going to bed.	Palagi akong naliligo bago matulog.
